レシートNo,年月日時分,年月日,年月,年,月,日,曜日,時間帯,時間,商品大分類,商品中分類,商品小分類,商品単価,商品数量,合計金額
536634,2010/12/2 11:21,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:21,野菜・海藻,生鮮野菜,じゃがいも,263,2,526
536634,2010/12/2 11:21,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:21,肉類,生鮮肉,他の生鮮肉,844,3,2532
536635,2010/12/2 11:22,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:22,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
536637,2010/12/2 11:35,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:35,肉類,加工肉,ハム,244,1,244
536637,2010/12/2 11:35,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:35,果物,生鮮果物,りんご,106,1,106
536638,2010/12/2 11:41,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:41,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
536638,2010/12/2 11:41,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:41,野菜・海藻,乾物・海藻,他の乾物・海藻,69,24,1656
536638,2010/12/2 11:41,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:41,魚介類,魚肉練製品,ちくわ,81,12,972
536638,2010/12/2 11:41,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:41,野菜・海藻,生鮮野菜,にんじん,181,12,2172
536639,2010/12/2 11:45,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:45,果物,生鮮果物,ぶどう,619,3,1857
536639,2010/12/2 11:45,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:45,乳卵類,乳製品,バター,469,4,1876
536643,2010/12/2 11:57,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:57,乳卵類,乳製品,バター,469,3,1407
536643,2010/12/2 11:57,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,11時台,11:57,魚介類,他の魚介加工品,魚介のつくだ煮,531,1,531
536663,2010/12/2 12:07,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,12時台,12:07,野菜・海藻,生鮮野菜,じゃがいも,263,24,6312
536667,2010/12/2 12:09,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,12時台,12:09,果物,生鮮果物,りんご,106,24,2544
536671,2010/12/2 12:10,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,12時台,12:10,果物,生鮮果物,りんご,106,24,2544
536673,2010/12/2 12:11,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,12時台,12:11,果物,生鮮果物,りんご,106,48,5088
536681,2010/12/2 12:22,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,12時台,12:22,果物,生鮮果物,なし,156,1,156
536685,2010/12/2 12:23,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,12時台,12:23,乳卵類,卵,卵,319,6,1914
536690,2010/12/2 12:25,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,12時台,12:25,野菜・海藻,生鮮野菜,だいこん,133,6,798
536690,2010/12/2 12:25,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,12時台,12:25,乳卵類,卵,卵,319,6,1914
536732,2010/12/2 12:47,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,12時台,12:47,果物,生鮮果物,なし,156,8,1248
536732,2010/12/2 12:47,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,12時台,12:47,乳卵類,乳製品,バター,469,4,1876
536740,2010/12/2 13:08,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:08,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
536739,2010/12/2 13:08,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:08,果物,果物加工品,果物加工品,994,2,1988
536741,2010/12/2 13:11,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:11,魚介類,他の魚介加工品,魚介のつくだ煮,531,4,2124
536742,2010/12/2 13:14,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:14,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,2,412
536742,2010/12/2 13:14,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:14,魚介類,塩干魚介,干しあじ,369,2,738
536742,2010/12/2 13:14,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:14,野菜・海藻,生鮮野菜,にんじん,181,1,181
536742,2010/12/2 13:14,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:14,肉類,加工肉,ハム,244,1,244
536743,2010/12/2 13:32,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:32,乳卵類,乳製品,バター,469,4,1876
536743,2010/12/2 13:32,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:32,乳卵類,卵,卵,319,2,638
536744,2010/12/2 13:36,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:36,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
536744,2010/12/2 13:36,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:36,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,50,10300
536745,2010/12/2 13:38,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:38,乳卵類,乳製品,バター,469,8,3752
536745,2010/12/2 13:38,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:38,果物,果物加工品,果物加工品,994,8,7952
536746,2010/12/2 13:39,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:39,魚介類,生鮮魚介,ぶり,744,2,1488
536746,2010/12/2 13:39,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:39,魚介類,生鮮魚介,さしみ盛合わせ,1063,2,2126
536747,2010/12/2 13:44,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:44,果物,生鮮果物,なし,156,3,468
536747,2010/12/2 13:44,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:44,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
536749,2010/12/2 13:49,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:49,乳卵類,卵,卵,319,1,319
536749,2010/12/2 13:49,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:49,魚介類,塩干魚介,干しあじ,369,1,369
536749,2010/12/2 13:49,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:49,果物,生鮮果物,ぶどう,619,1,619
536749,2010/12/2 13:49,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:49,乳卵類,牛乳,牛乳,211,1,211
536749,2010/12/2 13:49,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,13時台,13:49,魚介類,生鮮魚介,ぶり,744,1,744
536751,2010/12/2 14:05,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,14時台,14:05,魚介類,生鮮魚介,いか,231,6,1386
536752,2010/12/2 14:06,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,14時台,14:06,野菜・海藻,生鮮野菜,だいこん,133,6,798
536754,2010/12/2 14:09,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,14時台,14:09,魚介類,塩干魚介,干しあじ,369,1,369
536754,2010/12/2 14:09,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,14時台,14:09,肉類,加工肉,ハム,244,2,488
536759,2010/12/2 14:26,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,14時台,14:26,果物,果物加工品,果物加工品,994,2,1988
536762,2010/12/2 14:40,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,14時台,14:40,野菜・海藻,乾物・海藻,干しのり,53,25,1325
536769,2010/12/2 14:47,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,14時台,14:47,乳卵類,乳製品,バター,469,8,3752
536771,2010/12/2 14:49,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,14時台,14:49,果物,生鮮果物,なし,156,12,1872
536778,2010/12/2 15:03,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:03,果物,果物加工品,果物加工品,994,2,1988
536782,2010/12/2 15:18,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:18,果物,生鮮果物,なし,156,12,1872
536784,2010/12/2 15:20,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:20,野菜・海藻,生鮮野菜,にんじん,181,48,8688
536784,2010/12/2 15:20,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:20,野菜・海藻,生鮮野菜,ねぎ,45,48,2160
536787,2010/12/2 15:24,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:24,魚介類,他の魚介加工品,魚介のつくだ煮,531,6,3186
536787,2010/12/2 15:24,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:24,乳卵類,卵,卵,319,6,1914
536789,2010/12/2 15:25,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:25,魚介類,生鮮魚介,いか,231,6,1386
536790,2010/12/2 15:26,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:26,果物,生鮮果物,ぶどう,619,6,3714
536795,2010/12/2 15:40,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:40,野菜・海藻,大豆加工品,豆腐,36,24,864
536796,2010/12/2 15:46,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:46,果物,生鮮果物,なし,156,1,156
536796,2010/12/2 15:46,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:46,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,1,206
536796,2010/12/2 15:46,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:46,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,1,206
536796,2010/12/2 15:46,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:46,乳卵類,牛乳,牛乳,211,1,211
536796,2010/12/2 15:46,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:46,果物,生鮮果物,なし,156,1,156
536796,2010/12/2 15:46,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:46,果物,生鮮果物,ぶどう,619,1,619
536796,2010/12/2 15:46,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:46,魚介類,生鮮魚介,かに,1244,3,3732
536796,2010/12/2 15:46,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:46,野菜・海藻,大豆加工品,豆腐,36,1,36
536796,2010/12/2 15:46,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:46,野菜・海藻,生鮮野菜,じゃがいも,263,1,263
536798,2010/12/2 15:55,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,15時台,15:55,果物,生鮮果物,なし,156,6,936
536800,2010/12/2 16:12,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,16時台,16:12,野菜・海藻,生鮮野菜,にんじん,181,12,2172
536802,2010/12/2 16:29,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,16時台,16:29,魚介類,生鮮魚介,ぶり,744,2,1488
536804,2010/12/2 16:34,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,16時台,16:34,魚介類,塩干魚介,干しあじ,369,6,2214
536805,2010/12/2 16:38,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,16時台,16:38,果物,生鮮果物,なし,156,12,1872
536808,2010/12/2 16:46,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,16時台,16:46,魚介類,生鮮魚介,かに,1244,2,2488
536819,2010/12/2 17:12,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,17時台,17:12,魚介類,生鮮魚介,さしみ盛合わせ,1063,2,2126
536819,2010/12/2 17:12,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,17時台,17:12,野菜・海藻,生鮮野菜,にんじん,181,9,1629
536821,2010/12/2 17:17,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,17時台,17:17,魚介類,塩干魚介,干しあじ,369,6,2214
536821,2010/12/2 17:17,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,17時台,17:17,果物,生鮮果物,りんご,106,8,848
536821,2010/12/2 17:17,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,17時台,17:17,果物,生鮮果物,りんご,106,5,530
536821,2010/12/2 17:17,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,17時台,17:17,果物,生鮮果物,ぶどう,619,2,1238
536832,2010/12/2 17:41,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,17時台,17:41,果物,生鮮果物,なし,156,24,3744
536833,2010/12/2 17:48,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,17時台,17:48,果物,生鮮果物,りんご,106,12,1272
536833,2010/12/2 17:48,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,17時台,17:48,果物,果物加工品,果物加工品,994,2,1988
536833,2010/12/2 17:48,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,17時台,17:48,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
536836,2010/12/2 18:08,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:08,魚介類,生鮮魚介,かに,1244,2,2488
536836,2010/12/2 18:08,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:08,魚介類,塩干魚介,干しあじ,369,1,369
536837,2010/12/2 18:15,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:15,魚介類,生鮮魚介,さしみ盛合わせ,1063,2,2126
536837,2010/12/2 18:15,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:15,野菜・海藻,乾物・海藻,干しのり,53,25,1325
536837,2010/12/2 18:15,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:15,野菜・海藻,生鮮野菜,じゃがいも,263,2,526
536839,2010/12/2 18:25,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:25,野菜・海藻,乾物・海藻,干しのり,53,24,1272
536840,2010/12/2 18:27,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:27,野菜・海藻,生鮮野菜,にんじん,181,12,2172
536841,2010/12/2 18:27,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:27,魚介類,塩干魚介,干しあじ,369,6,2214
536842,2010/12/2 18:45,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:45,魚介類,塩干魚介,干しあじ,369,10,3690
536842,2010/12/2 18:45,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:45,乳卵類,卵,卵,319,6,1914
536844,2010/12/2 18:49,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,18時台,18:49,果物,生鮮果物,ぶどう,619,32,19808
536845,2010/12/2 19:18,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,19時台,19:18,乳卵類,乳製品,バター,469,1,469
536845,2010/12/2 19:18,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,19時台,19:18,乳卵類,乳製品,バター,469,2,938
536846,2010/12/2 19:59,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,19時台,19:59,肉類,生鮮肉,他の生鮮肉,844,1,844
536846,2010/12/2 19:59,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,19時台,19:59,魚介類,魚肉練製品,ちくわ,81,1,81
536846,2010/12/2 19:59,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,19時台,19:59,果物,生鮮果物,なし,156,1,156
536846,2010/12/2 19:59,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,19時台,19:59,果物,生鮮果物,なし,156,2,312
536846,2010/12/2 19:59,2010年-12月-02日,2010年-12月,2010年,12月,02日,4_木曜日,19時台,19:59,果物,生鮮果物,なし,156,2,312
536847,2010/12/3 9:31,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,09時台,9:31,果物,生鮮果物,なし,156,24,3744
536851,2010/12/3 9:49,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,09時台,9:49,魚介類,他の魚介加工品,魚介のつくだ煮,531,8,4248
536856,2010/12/3 10:26,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,10時台,10:26,果物,生鮮果物,なし,156,12,1872
536856,2010/12/3 10:26,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,10時台,10:26,果物,生鮮果物,りんご,106,12,1272
536856,2010/12/3 10:26,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,10時台,10:26,魚介類,生鮮魚介,かに,1244,4,4976
536856,2010/12/3 10:26,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,10時台,10:26,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
536857,2010/12/3 10:33,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,10時台,10:33,野菜・海藻,生鮮野菜,レタス,186,2,372
536858,2010/12/3 10:36,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,10時台,10:36,果物,果物加工品,果物加工品,994,2,1988
536859,2010/12/3 10:43,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,10時台,10:43,魚介類,塩干魚介,干しあじ,369,14,5166
536859,2010/12/3 10:43,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,10時台,10:43,果物,生鮮果物,りんご,106,18,1908
536861,2010/12/3 10:44,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,10時台,10:44,乳卵類,卵,卵,319,6,1914
536863,2010/12/3 11:19,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,11時台,11:19,魚介類,他の魚介加工品,魚介のつくだ煮,531,1,531
536863,2010/12/3 11:19,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,11時台,11:19,果物,生鮮果物,りんご,106,1,106
536863,2010/12/3 11:19,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,11時台,11:19,果物,生鮮果物,なし,156,1,156
536863,2010/12/3 11:19,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,11時台,11:19,魚介類,魚肉練製品,ちくわ,81,1,81
536874,2010/12/3 11:35,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,11時台,11:35,魚介類,他の魚介加工品,魚介のつくだ煮,531,1,531
536874,2010/12/3 11:35,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,11時台,11:35,魚介類,他の魚介加工品,魚介のつくだ煮,531,1,531
536874,2010/12/3 11:35,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,11時台,11:35,野菜・海藻,生鮮野菜,にんじん,181,1,181
536943,2010/12/3 12:11,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,12時台,12:11,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,1,206
536943,2010/12/3 12:11,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,12時台,12:11,野菜・海藻,生鮮野菜,じゃがいも,263,2,526
536943,2010/12/3 12:11,2010年-12月-03日,2010年-12月,2010年,12月,03日,5_金曜日,12時台,12:11,果物,生鮮果物,なし,156,1,156
