注文番号,店舗名,来店曜日,来店時間帯,滞留時間,性別,年齢層,年齢,合計金額,フラグ
2437,01A,04木,02日中,1114.2,01男,02中高生,14,214,0
2440,01A,05金,03夜間,717.34,01男,04中年,36,633,0
2446,01A,03水,01朝,480.36,01男,04中年,40,794,0
2453,01A,02火,01朝,994.09,01男,04中年,54,1070,0
2455,01A,05金,01朝,84.79,01男,03青年,21,779,0
2457,01A,04木,03夜間,966,01男,01小児,12,200,0
2467,01A,02火,03夜間,484.16,01男,04中年,38,307,0
2468,01A,05金,02日中,610.54,01男,01小児,8,409,0
2470,01A,01月,03夜間,562.51,01男,04中年,51,947,0
2474,01A,03水,02日中,418.12,01男,03青年,28,257,0
2487,01A,02火,01朝,476.35,01男,03青年,19,835,0
2490,01A,06土,01朝,266.37,01男,04中年,37,182,0
2496,01A,04木,02日中,44.95,01男,01小児,9,266,0
2497,01A,07日,02日中,1182.34,01男,02中高生,13,218,0
2500,01A,03水,02日中,580.34,01男,03青年,22,848,0
2501,01A,03水,03夜間,1306.39,01男,05壮年,93,1154,0
2502,01A,06土,03夜間,1018,01男,02中高生,16,451,0
2504,01A,06土,03夜間,161.54,01男,03青年,20,811,0
2506,01A,01月,03夜間,749.06,01男,04中年,54,895,0
2512,01A,05金,02日中,1134.48,01男,04中年,37,356,0
2520,01A,07日,03夜間,284.74,01男,04中年,46,785,0
2532,01A,02火,03夜間,60.93,01男,05壮年,61,771,0
2533,01A,05金,03夜間,403.41,01男,04中年,45,366,0
2536,01A,07日,03夜間,558.65,01男,03青年,21,221,0
2548,01A,04木,03夜間,206.82,01男,04中年,39,1093,0
2549,01A,03水,03夜間,254.6,01男,04中年,43,519,0
2551,01A,07日,01朝,191.68,01男,03青年,24,459,0
2553,01A,04木,03夜間,1462,01男,02中高生,18,149,0
2560,01A,02火,03夜間,228.4,01男,04中年,37,258,0
2569,01A,01月,01朝,141.67,01男,03青年,19,287,0
2570,01A,06土,03夜間,258,01男,03青年,21,419,0
2576,01A,04木,01朝,268.69,01男,04中年,40,186,0
2580,01A,02火,03夜間,540.65,01男,03青年,20,178,0
2581,01A,05金,02日中,534.56,01男,04中年,56,304,0
2585,01A,04木,01朝,515.86,01男,03青年,21,730,0
2593,01A,07日,02日中,592.83,01男,03青年,28,399,0
2602,01A,05金,03夜間,117,01男,02中高生,14,444,0
2605,01A,04木,03夜間,606.75,01男,05壮年,67,826,0
2609,01A,05金,03夜間,685.81,01男,05壮年,69,747,0
2623,01A,02火,03夜間,322.13,01男,03青年,30,209,0
2624,01A,01月,01朝,723.23,01男,05壮年,66,872,0
2634,01A,06土,03夜間,321,01男,01小児,10,185,0
2638,01A,02火,01朝,517.3,01男,02中高生,15,439,0
2641,01A,06土,03夜間,2553,01男,02中高生,17,192,0
2642,01A,01月,03夜間,1121.2,01男,03青年,35,1052,0
2645,01A,04木,03夜間,494.54,01男,05壮年,70,1064,0
2651,01A,07日,03夜間,905.79,01男,04中年,52,1854,0
2659,01A,04木,02日中,108.11,01男,05壮年,67,281,0
2660,01A,03水,02日中,259.45,01男,04中年,43,248,0
2663,01A,04木,02日中,1076.67,01男,05壮年,68,484,0
2668,01A,03水,02日中,586.63,01男,03青年,22,512,0
2673,01A,07日,03夜間,454.67,01男,05壮年,87,744,0
2679,01A,07日,03夜間,1720,01男,02中高生,14,870,0
2683,01A,07日,01朝,671.09,01男,03青年,19,406,0
2687,01A,01月,03夜間,325,01男,02中高生,17,559,0
2694,01A,02火,02日中,546.43,01男,01小児,12,250,0
2695,01A,07日,03夜間,280.2,01男,04中年,39,1201,0
2700,01A,02火,01朝,442.01,01男,04中年,47,326,0
2701,01A,01月,03夜間,446.92,01男,03青年,31,516,0
2705,01A,06土,03夜間,1367,01男,02中高生,18,177,0
2719,01A,05金,03夜間,349.31,01男,03青年,32,393,0
2724,01A,05金,01朝,544.14,01男,01小児,9,617,0
2728,01A,07日,03夜間,1490,01男,02中高生,16,240,0
2730,01A,02火,03夜間,211.99,01男,04中年,50,1210,0
2732,01A,06土,02日中,221.07,01男,02中高生,16,596,0
2738,01A,06土,03夜間,526.71,01男,05壮年,63,1071,0
2742,01A,06土,02日中,572.17,01男,04中年,46,106,0
2744,01A,06土,03夜間,296.27,01男,05壮年,68,1160,0
2751,01A,07日,01朝,366.74,01男,04中年,49,457,0
2772,01A,06土,02日中,838.58,01男,05壮年,82,247,0
2779,01A,04木,03夜間,336.88,01男,04中年,41,1165,0
2789,01A,05金,02日中,654.06,01男,04中年,49,108,0
2792,01A,04木,02日中,893.69,01男,01小児,11,457,0
2796,01A,04木,03夜間,492,01男,02中高生,14,50,0
2798,01A,02火,03夜間,94,01男,02中高生,13,491,0
2810,01A,05金,03夜間,695.89,01男,05壮年,68,737,0
2819,01A,07日,01朝,544.35,01男,04中年,44,288,0
2825,01A,06土,03夜間,1876,01男,02中高生,16,126,0
2848,01A,01月,03夜間,486,01男,02中高生,17,301,0
2869,01A,03水,02日中,436.01,01男,04中年,60,284,0
2871,01A,03水,03夜間,567.59,01男,04中年,44,904,0
2874,01A,05金,03夜間,286.19,01男,04中年,44,1363,0
2875,01A,01月,02日中,751.39,01男,05壮年,82,278,0
2876,01A,04木,03夜間,458.39,01男,03青年,33,228,0
2885,01A,04木,02日中,357.27,01男,02中高生,13,395,0
2896,01A,03水,02日中,422,01男,04中年,53,182,0
2898,01A,07日,02日中,195.98,01男,05壮年,91,157,0
2904,01A,01月,03夜間,224.45,01男,03青年,22,521,0
2914,01A,07日,03夜間,187.43,01男,03青年,28,894,0
2932,01A,07日,02日中,857.76,01男,03青年,33,138,0
2936,01A,05金,02日中,384.83,01男,05壮年,65,40,0
2938,01A,05金,03夜間,1127.69,01男,02中高生,15,408,0
2942,01A,07日,03夜間,400.09,01男,03青年,22,216,0
2947,01A,02火,01朝,49.33,01男,03青年,31,573,0
2954,01A,05金,03夜間,328.2,01男,04中年,37,760,0
2957,01A,04木,03夜間,395.39,01男,05壮年,66,913,0
2962,01A,05金,03夜間,152,01男,02中高生,15,395,0
2964,01A,04木,02日中,340.34,01男,01小児,7,166,0
2978,01A,04木,03夜間,768.9,01男,05壮年,78,1521,0
2982,01A,03水,03夜間,510.86,01男,03青年,19,702,0
2984,01A,01月,03夜間,588.06,01男,03青年,19,380,0
2987,01A,01月,03夜間,125.27,01男,03青年,24,753,0
2988,01A,01月,01朝,402.91,01男,01小児,9,585,0
3003,01A,04木,01朝,154.7,01男,04中年,48,218,0
3005,01A,01月,02日中,700.62,01男,03青年,32,510,0
3006,01A,05金,01朝,135.56,01男,03青年,35,723,0
3013,01A,06土,03夜間,682,01男,02中高生,14,93,0
3019,01A,04木,03夜間,313.55,01男,04中年,48,1446,0
3023,01A,03水,02日中,798.17,01男,04中年,51,317,0
3028,01A,06土,02日中,702.17,01男,05壮年,72,338,0
3030,01A,07日,01朝,1057.58,01男,05壮年,80,433,0
3041,01A,01月,01朝,238.9,01男,03青年,22,287,0
3044,01A,01月,03夜間,848.19,01男,03青年,31,1795,0
3046,01A,01月,02日中,804.57,01男,05壮年,77,396,0
3053,01A,06土,03夜間,232.56,01男,03青年,23,218,0
3054,01A,04木,03夜間,370.46,01男,05壮年,65,1527,0
3055,01A,04木,03夜間,375.18,01男,04中年,45,792,0
3056,01A,06土,01朝,1155.29,01男,02中高生,16,305,0
3062,01A,07日,01朝,173.96,01男,05壮年,62,440,0
3077,01A,01月,03夜間,295.49,01男,04中年,49,679,0
3079,01A,02火,03夜間,242.32,01男,04中年,42,1014,0
3087,01A,01月,01朝,1133.49,01男,02中高生,16,805,0
3094,01A,04木,03夜間,393.73,01男,03青年,32,394,0
3101,01A,05金,03夜間,359.95,01男,03青年,22,834,0
3109,01A,04木,03夜間,219.64,01男,03青年,22,659,1
3111,01A,07日,01朝,235.65,01男,02中高生,15,481,1
3117,01A,02火,02日中,441.86,01男,01小児,6,720,1
3119,01A,04木,03夜間,141.02,01男,03青年,22,705,1
3120,01A,06土,03夜間,440.04,01男,03青年,26,677,1
3122,01A,05金,03夜間,44.4,01男,04中年,42,1404,1
3126,01A,06土,02日中,903.61,01男,03青年,21,397,1
3132,01A,04木,01朝,1289.87,01男,02中高生,16,593,1
3133,01A,04木,03夜間,357.91,01男,03青年,21,375,1
3137,01A,07日,02日中,1097.73,01男,03青年,30,209,1
3139,01A,01月,02日中,1218.97,01男,01小児,10,471,1
3142,01A,06土,02日中,531.42,01男,04中年,36,220,1
3150,01A,07日,03夜間,567.62,01男,03青年,32,1710,1
3151,01A,03水,01朝,510.72,01男,03青年,20,361,1
3155,01A,03水,02日中,1042.35,01男,04中年,53,306,1
3157,01A,06土,01朝,424.86,01男,04中年,42,441,1
3158,01A,04木,03夜間,285.95,01男,03青年,22,747,1
3159,01A,06土,03夜間,1158,01男,02中高生,17,707,1
3160,01A,01月,01朝,1359.4,01男,02中高生,18,428,1
3169,01A,06土,01朝,245.8,01男,03青年,22,272,1
3170,01A,07日,02日中,384.14,01男,05壮年,68,370,1
3177,01A,01月,02日中,735.65,01男,05壮年,75,329,1
3178,01A,06土,03夜間,356.96,01男,03青年,19,557,1
3182,01A,03水,03夜間,666.85,01男,03青年,33,975,1
3184,01A,07日,03夜間,2508,01男,02中高生,18,247,1
3192,01A,07日,02日中,828.14,01男,05壮年,68,516,1
3193,01A,01月,03夜間,477.09,01男,04中年,39,485,1
3196,01A,05金,02日中,413.58,01男,01小児,7,219,1
3198,01A,03水,03夜間,973.34,01男,04中年,60,1982,1
3210,01A,05金,03夜間,354.18,01男,05壮年,62,765,1
3213,01A,01月,01朝,234.61,01男,05壮年,64,749,1
3214,01A,06土,03夜間,316.5,01男,03青年,19,157,1
3221,01A,06土,02日中,397.71,01男,02中高生,16,225,1
3235,01A,05金,01朝,65.38,01男,03青年,33,929,1
3237,01A,06土,02日中,1005.79,01男,04中年,49,125,1
3241,01A,04木,02日中,89.74,01男,03青年,19,254,1
3246,01A,01月,03夜間,246.11,01男,05壮年,70,915,1
3248,01A,01月,01朝,536.13,01男,02中高生,16,162,1
3252,01A,04木,03夜間,709.26,01男,02中高生,14,577,1
3260,01A,05金,03夜間,112.59,01男,03青年,29,716,1
3265,01A,03水,03夜間,1083.11,01男,03青年,22,419,1
3266,01A,07日,02日中,978.38,01男,03青年,33,126,1
3269,01A,05金,03夜間,287.77,01男,03青年,21,492,1
3277,01A,06土,03夜間,486.68,01男,04中年,46,508,1
3280,01A,02火,02日中,442.41,01男,03青年,22,501,1
3282,01A,01月,01朝,67.42,01男,04中年,44,511,1
3288,01A,07日,01朝,1045.62,01男,01小児,7,360,1
3291,01A,04木,02日中,779.16,01男,01小児,11,328,1
3298,01A,06土,01朝,153.45,01男,04中年,48,793,1
3302,01A,04木,01朝,1691.48,01男,01小児,10,144,1
3308,01A,01月,03夜間,1189.42,01男,03青年,19,227,1
3312,01A,04木,02日中,347.71,01男,03青年,21,319,1
3318,01A,03水,02日中,268.6,01男,03青年,33,356,1
3319,01A,03水,01朝,528.99,01男,01小児,11,458,1
3320,01A,06土,02日中,205.28,01男,02中高生,16,215,1
3330,01A,06土,03夜間,2236,01男,02中高生,17,63,1
3331,01A,07日,01朝,197.82,01男,05壮年,66,658,1
3336,01A,07日,02日中,455.53,01男,04中年,55,337,1
3340,01A,04木,02日中,439.36,01男,02中高生,16,258,1
3342,01A,04木,03夜間,374.2,01男,03青年,21,539,1
3353,01A,02火,01朝,319.47,01男,04中年,46,728,1
3355,01A,05金,03夜間,349,01男,02中高生,13,381,1
3356,01A,04木,03夜間,39.1,01男,03青年,22,160,1
3358,01A,01月,03夜間,900.67,01男,04中年,36,500,1
3362,01A,03水,02日中,1022.94,01男,04中年,57,208,1
3389,01A,03水,01朝,1113.27,01男,02中高生,17,206,1
3395,01A,04木,03夜間,324.75,01男,04中年,39,1113,1
3427,01A,02火,03夜間,1602.93,01男,03青年,34,850,1
3428,01A,01月,03夜間,339,01男,01小児,9,244,1
3429,01A,06土,03夜間,759,01男,02中高生,16,183,1
3442,01A,02火,03夜間,65.87,01男,03青年,22,547,1
3446,01A,07日,03夜間,1102.15,01男,03青年,19,217,1
3454,01A,04木,02日中,662.41,01男,03青年,20,723,1
3456,01A,07日,02日中,528.14,01男,04中年,58,454,1
3463,01A,07日,01朝,598.57,01男,02中高生,15,239,1
3468,01A,05金,03夜間,510.74,01男,04中年,44,1345,1
3473,01A,03水,02日中,331.09,01男,02中高生,16,253,1
3475,01A,07日,02日中,1751.57,01男,02中高生,17,481,1
3486,01A,04木,02日中,647.02,01男,04中年,54,268,1
3487,01A,02火,03夜間,2222,01男,02中高生,18,242,1
3488,01A,07日,02日中,392.08,01男,04中年,59,417,1
3495,01A,03水,03夜間,305.81,01男,04中年,39,501,1
3497,01A,04木,03夜間,463.68,01男,03青年,20,277,1
3498,01A,02火,03夜間,142.4,01男,04中年,46,585,1
3502,01A,06土,02日中,315.15,01男,05壮年,70,510,1
3527,01A,05金,03夜間,865.13,01男,05壮年,84,1995,1
3535,01A,04木,02日中,618.51,01男,05壮年,92,534,1
3543,01A,05金,01朝,627.69,01男,03青年,29,773,1
3555,01A,07日,03夜間,443.53,01男,05壮年,68,787,1
3557,01A,02火,03夜間,1114,01男,01小児,12,181,1
3565,01A,01月,03夜間,127.06,01男,03青年,23,836,1
3574,01A,06土,01朝,216.47,01男,03青年,19,887,1
3585,01A,04木,02日中,55.43,01男,05壮年,66,602,1
3588,01A,05金,03夜間,196.98,01男,03青年,22,724,1
3595,01A,04木,02日中,735.09,01男,03青年,34,363,1
3600,01A,02火,02日中,915.2,01男,03青年,29,174,1
3601,01A,06土,03夜間,562.75,01男,04中年,45,1260,1
3611,01A,04木,03夜間,31.26,01男,04中年,40,1305,1
3616,01A,01月,03夜間,390,01男,02中高生,13,419,1
3619,01A,02火,02日中,1702.36,01男,01小児,11,333,1
3634,01A,05金,02日中,459.35,01男,05壮年,83,198,1
3640,01A,02火,03夜間,395,01男,02中高生,18,261,1
3641,01A,03水,03夜間,554.05,01男,03青年,34,121,1
3657,01A,02火,02日中,434.52,01男,03青年,19,146,1
3660,01A,04木,03夜間,676.61,01男,04中年,39,1032,1
3666,01A,06土,02日中,531.78,01男,03青年,32,328,1
3668,01A,04木,03夜間,506.03,01男,04中年,42,924,1
3671,01A,05金,01朝,549.72,01男,05壮年,65,452,1
3673,01A,01月,02日中,585.9,01男,02中高生,14,131,1
3674,01A,03水,02日中,144.12,01男,02中高生,15,632,1
3680,01A,02火,03夜間,1138.34,01男,05壮年,76,1028,1
3698,01A,05金,03夜間,285.27,01男,03青年,22,339,1
3729,01A,07日,01朝,548.28,01男,02中高生,14,560,1
3737,01A,02火,03夜間,768,01男,02中高生,15,450,1
3744,01A,01月,03夜間,1282,01男,02中高生,16,658,1
3747,01A,03水,03夜間,1130.4,01男,04中年,59,1575,1
3754,01A,05金,03夜間,120.97,01男,03青年,19,654,1
3758,01A,01月,03夜間,1121.3,01男,02中高生,15,199,1
3762,01A,04木,02日中,924.19,01男,05壮年,72,309,1
3771,01A,06土,01朝,566.11,01男,04中年,41,389,1
3773,01A,01月,01朝,1005.55,01男,03青年,23,903,1
3775,01A,05金,03夜間,519,01男,02中高生,13,124,1
3780,01A,07日,03夜間,774,01男,02中高生,17,567,1
3784,01A,06土,03夜間,698.71,01男,03青年,19,325,1
3790,01A,07日,03夜間,800,01男,02中高生,15,258,1
3793,01A,01月,02日中,1070.22,01男,04中年,56,68,1
3802,01A,06土,03夜間,1333,01男,02中高生,17,274,1
3815,01A,05金,03夜間,77.15,01男,04中年,36,1471,1
3824,01A,02火,02日中,329.1,01男,04中年,38,272,1
3825,01A,03水,01朝,407.21,01男,03青年,22,340,1
3827,01A,04木,03夜間,40.66,01男,04中年,49,1424,1
3839,01A,01月,03夜間,233.25,01男,04中年,48,1527,1
3843,01A,01月,03夜間,113.28,01男,04中年,47,1008,1
3854,01A,02火,03夜間,788,01男,02中高生,15,306,1
3865,01A,07日,03夜間,542.58,01男,05壮年,69,1689,1
3870,01A,01月,03夜間,1020.53,01男,05壮年,67,467,1
3875,01A,01月,03夜間,367.39,01男,03青年,20,672,1
3878,01A,05金,02日中,980.32,01男,04中年,54,486,1
3892,01A,02火,03夜間,760.19,01男,03青年,30,322,1
3895,01A,03水,03夜間,523,01男,02中高生,14,266,1
3900,01A,03水,02日中,574.93,01男,04中年,41,469,1
3902,01A,02火,03夜間,155.99,01男,04中年,47,695,1
3909,01A,03水,03夜間,232.94,01男,04中年,41,634,1
3914,01A,03水,02日中,263.47,01男,03青年,20,854,1
5,01A,06土,02日中,646.43,02女,03青年,30,1218,0
7,01A,01月,02日中,368.61,02女,03青年,33,321,0
15,01A,05金,03夜間,452.53,02女,03青年,20,342,0
22,01A,04木,02日中,990.08,02女,03青年,29,590,0
40,01A,04木,01朝,627.43,02女,03青年,22,379,0
53,01A,01月,01朝,853.64,02女,05壮年,62,495,0
55,01A,02火,02日中,1593.18,02女,01小児,10,387,0
69,01A,02火,03夜間,216.37,02女,03青年,21,717,0
75,01A,05金,02日中,790.62,02女,02中高生,15,1232,0
80,01A,03水,03夜間,313.78,02女,03青年,27,506,0
85,01A,04木,02日中,321.59,02女,03青年,21,773,0
98,01A,01月,03夜間,1298,02女,02中高生,14,390,0
109,01A,04木,03夜間,62.54,02女,04中年,43,897,0
114,01A,05金,02日中,824.21,02女,04中年,54,650,0
117,01A,07日,02日中,783.85,02女,02中高生,15,770,0
121,01A,02火,03夜間,37.41,02女,05壮年,68,682,0
123,01A,01月,03夜間,155.18,02女,03青年,22,764,0
125,01A,06土,01朝,1002.46,02女,05壮年,64,275,0
129,01A,02火,03夜間,1445.68,02女,04中年,52,108,0
130,01A,04木,03夜間,622.71,02女,04中年,39,399,0
146,01A,03水,03夜間,902.78,02女,03青年,30,480,0
155,01A,03水,03夜間,201.56,02女,04中年,50,296,0
159,01A,02火,02日中,979.93,02女,05壮年,70,829,0
164,01A,04木,02日中,1405.23,02女,02中高生,17,217,0
166,01A,03水,02日中,1171.12,02女,03青年,30,976,0
173,01A,02火,02日中,550.42,02女,04中年,52,922,0
185,01A,06土,02日中,1069.24,02女,03青年,31,948,0
196,01A,01月,03夜間,2638,02女,02中高生,17,114,0
200,01A,07日,02日中,377.55,02女,05壮年,71,523,0
203,01A,05金,03夜間,579.78,02女,03青年,22,694,0
217,01A,01月,03夜間,703.49,02女,05壮年,61,354,0
220,01A,03水,01朝,194.89,02女,03青年,20,290,0
240,01A,03水,02日中,823.2,02女,03青年,20,550,0
246,01A,05金,01朝,169.78,02女,04中年,40,578,0
248,01A,07日,03夜間,510.03,02女,04中年,59,381,0
260,01A,06土,02日中,786.67,02女,05壮年,79,1651,0
263,01A,06土,02日中,345.73,02女,04中年,56,398,0
266,01A,03水,01朝,988.63,02女,03青年,25,1184,0
271,01A,07日,03夜間,923.61,02女,03青年,27,408,0
273,01A,07日,01朝,1026.47,02女,04中年,38,89,0
284,01A,02火,03夜間,421.26,02女,03青年,23,386,0
288,01A,03水,01朝,1069.31,02女,01小児,10,548,0
289,01A,02火,02日中,1100.7,02女,04中年,60,1612,0
296,01A,03水,03夜間,1083,02女,01小児,12,248,0
304,01A,01月,01朝,724.51,02女,02中高生,15,658,0
308,01A,02火,03夜間,43.75,02女,04中年,43,295,0
335,01A,06土,01朝,759.96,02女,04中年,45,622,0
355,01A,04木,01朝,717.73,02女,05壮年,70,215,0
365,01A,04木,03夜間,1191,02女,02中高生,18,206,0
384,01A,04木,02日中,578.95,02女,03青年,28,629,0
396,01A,03水,03夜間,98.02,02女,03青年,22,410,0
398,01A,05金,02日中,1170.64,02女,04中年,59,472,0
403,01A,01月,01朝,282.38,02女,02中高生,13,872,0
406,01A,05金,02日中,420.97,02女,02中高生,15,207,0
408,01A,02火,01朝,1043.54,02女,04中年,56,1223,0
417,01A,02火,02日中,813.74,02女,04中年,60,1615,0
422,01A,01月,03夜間,1873,02女,01小児,11,52,0
425,01A,01月,03夜間,520.97,02女,03青年,20,619,0
432,01A,05金,02日中,318.93,02女,01小児,7,427,0
440,01A,01月,02日中,1064.46,02女,05壮年,77,1328,0
453,01A,07日,02日中,697.18,02女,04中年,56,734,0
457,01A,07日,02日中,1179.83,02女,02中高生,13,490,0
463,01A,04木,03夜間,1259,02女,02中高生,17,71,0
468,01A,05金,02日中,342.7,02女,02中高生,16,342,0
480,01A,02火,02日中,939.45,02女,03青年,31,894,0
482,01A,05金,02日中,719.44,02女,04中年,59,689,0
486,01A,05金,03夜間,452.68,02女,03青年,19,584,0
489,01A,02火,03夜間,880.61,02女,05壮年,74,632,0
492,01A,04木,02日中,1675.71,02女,02中高生,18,597,0
495,01A,01月,01朝,1016.67,02女,03青年,31,470,0
497,01A,02火,03夜間,62.93,02女,02中高生,15,816,0
511,01A,07日,02日中,1112.61,02女,05壮年,79,282,0
512,01A,02火,02日中,607.96,02女,04中年,58,717,0
518,01A,07日,01朝,371.96,02女,05壮年,64,437,0
523,01A,03水,03夜間,902.75,02女,05壮年,72,301,0
528,01A,06土,03夜間,481.89,02女,04中年,42,696,0
530,01A,06土,02日中,808.55,02女,04中年,51,580,0
538,01A,02火,03夜間,1054.37,02女,04中年,54,674,0
550,01A,02火,02日中,453.92,02女,02中高生,18,419,0
560,01A,01月,02日中,1167.34,02女,05壮年,71,1577,0
562,01A,02火,02日中,863.15,02女,03青年,24,1496,0
565,01A,02火,02日中,987.76,02女,03青年,27,433,0
569,01A,05金,01朝,553.09,02女,04中年,36,625,0
585,01A,07日,02日中,404.17,02女,02中高生,17,310,0
592,01A,01月,02日中,560.52,02女,02中高生,17,741,0
594,01A,04木,03夜間,1006,02女,02中高生,17,36,0
596,01A,03水,03夜間,646.37,02女,03青年,34,313,0
600,01A,06土,02日中,751.7,02女,04中年,37,679,0
605,01A,07日,02日中,694.89,02女,03青年,29,985,0
608,01A,04木,02日中,960.68,02女,04中年,59,888,0
624,01A,01月,03夜間,125,02女,03青年,22,702,0
627,01A,04木,02日中,534.51,02女,03青年,19,369,0
634,01A,03水,02日中,786.13,02女,02中高生,18,511,0
635,01A,06土,03夜間,1168.2,02女,04中年,53,389,0
645,01A,07日,02日中,412.45,02女,02中高生,14,612,0
648,01A,04木,01朝,176.52,02女,03青年,25,268,0
649,01A,01月,03夜間,893.39,02女,04中年,52,720,0
652,01A,03水,02日中,675.64,02女,04中年,47,961,0
653,01A,02火,01朝,141.08,02女,03青年,20,534,0
660,01A,03水,03夜間,892.99,02女,05壮年,83,151,0
663,01A,05金,03夜間,362.95,02女,03青年,19,362,0
669,01A,02火,03夜間,294.04,02女,03青年,20,596,0
672,01A,06土,02日中,470.04,02女,01小児,10,420,0
